ID,Investimento Fundos_cambiais,Investimento Fundos_commodities,Investimento LCI,Investimento LCA,Investimento Poupanca,Investimento Fundos Multimercado,Investimento Tesouro Direto
1198.000,"T","F","F","F","F","F","T"
25966.000,"F","T","F","T","F","F","T"
63776.000,"T","T","T","T","T","F","F"
73554.000,"F","F","F","F","T","F","F"
39913.000,"F","F","F","F","T","F","F"
8250.000,"F","F","F","F","T","T","T"
24563.000,"T","T","T","F","F","F","F"
75985.000,"T","F","F","F","F","F","F"
58560.000,"F","F","F","F","T","T","F"
40118.000,"F","F","F","T","T","F","F"
91514.000,"F","F","F","F","T","F","F"
10280.000,"F","F","F","T","T","F","F"
29635.000,"T","T","T","F","F","F","T"
58835.000,"T","T","T","T","T","T","T"
39153.000,"F","F","F","F","F","F","F"
35490.000,"T","T","T","T","T","F","F"
10555.000,"T","T","T","T","T","F","T"
93761.000,"F","F","F","F","F","F","F"
35746.000,"T","F","F","F","F","F","T"
35193.000,"T","F","F","T","F","F","F"
24453.000,"F","F","F","T","T","F","F"
45147.000,"F","F","F","F","F","F","F"
96213.000,"F","F","F","F","F","F","F"
78157.000,"T","F","F","T","F","F","T"
45962.000,"F","T","T","F","F","F","F"
43988.000,"T","T","T","T","T","T","T"
4232.000,"F","F","F","F","T","F","F"
24601.000,"F","F","T","F","T","F","F"
34281.000,"F","T","F","F","T","F","T"
9287.000,"F","F","F","F","F","T","F"
64401.000,"F","F","F","T","T","F","T"
23603.000,"F","F","F","F","F","F","F"
44942.000,"T","T","F","T","F","F","F"
86118.000,"F","F","F","F","F","T","F"
36367.000,"T","T","T","F","F","F","T"
18021.000,"F","F","F","T","T","T","F"
25524.000,"F","F","F","F","F","F","F"
43256.000,"T","T","T","F","F","T","T"
80431.000,"T","F","F","T","T","F","T"
75501.000,"F","F","T","F","F","F","F"
43142.000,"F","F","F","F","F","T","T"
54338.000,"T","F","T","F","F","T","F"
40958.000,"T","F","T","F","T","T","F"
55459.000,"T","F","F","F","T","F","F"
68024.000,"T","T","T","T","T","T","T"
40837.000,"F","F","F","F","F","F","T"
66754.000,"T","F","F","F","F","F","F"
46923.000,"T","T","F","F","F","F","T"
50844.000,"T","F","F","F","F","F","T"
42113.000,"F","F","F","F","T","F","T"
76214.000,"T","F","F","F","F","F","F"
93012.000,"F","F","T","F","F","F","F"
55512.000,"F","F","T","F","F","F","F"
47714.000,"F","F","F","F","F","F","F"
89335.000,"F","F","F","F","F","F","F"
94309.000,"T","F","F","F","F","F","F"
22517.000,"F","F","T","F","F","F","F"
73417.000,"F","F","F","T","F","F","T"
84746.000,"F","F","T","T","F","F","F"
10123.000,"T","F","T","F","F","T","T"
60283.000,"T","T","T","T","T","F","F"
86439.000,"F","F","F","T","T","F","F"
40412.000,"F","F","F","F","F","F","T"
40462.000,"T","F","F","F","F","F","F"
68813.000,"T","T","T","T","T","T","T"
72804.000,"F","F","T","F","T","F","F"
54337.000,"F","F","T","F","F","F","T"
11694.000,"T","F","T","F","F","T","T"
98517.000,"F","F","F","F","T","F","F"
9458.000,"F","F","F","F","F","F","F"
47421.000,"T","F","F","F","F","F","T"
14279.000,"F","T","F","F","F","F","T"
14279.000,"F","T","F","F","F","F","T"
91270.000,"F","T","F","F","F","F","F"
90576.000,"F","F","F","T","F","T","F"
48239.000,"F","F","F","F","T","F","T"
45876.000,"F","T","F","F","T","F","F"
33623.000,"F","F","F","F","F","T","F"
3499.000,"F","F","F","F","F","F","T"
62042.000,"F","F","F","F","F","F","F"
46543.000,"F","F","F","T","F","F","F"
2140.000,"F","F","F","F","F","F","T"
90480.000,"F","F","F","F","F","F","T"
72207.000,"F","T","F","T","T","F","F"
11042.000,"F","F","F","F","F","F","F"
96349.000,"F","F","F","F","F","F","F"
26251.000,"F","T","F","F","T","F","F"
20642.000,"F","F","F","F","F","T","F"
55943.000,"F","F","F","F","F","F","F"
10697.000,"T","T","T","F","F","T","F"
37568.000,"F","F","F","T","F","F","F"
42586.000,"T","F","F","F","F","T","F"
70238.000,"F","F","F","F","T","F","F"
43583.000,"T","F","F","F","T","F","F"
9566.000,"F","F","F","F","T","F","F"
97222.000,"F","F","F","F","T","F","F"
20517.000,"F","F","F","F","F","F","T"
51838.000,"F","T","F","F","F","F","F"
94178.000,"F","F","F","F","T","F","T"
31512.000,"T","T","T","T","T","T","T"
41355.000,"F","T","F","F","T","F","T"
64763.000,"F","F","F","F","T","F","F"
35605.000,"T","T","T","F","F","F","F"
66860.000,"F","T","T","T","T","F","F"
26451.000,"F","T","T","F","F","F","F"
38677.000,"T","F","T","F","T","F","F"
73053.000,"T","F","F","F","F","F","F"
31775.000,"F","F","F","F","F","F","T"
17799.000,"F","F","F","F","F","T","T"
35545.000,"T","T","F","F","F","T","F"
15749.000,"T","T","T","F","F","F","F"
100223.000,"F","F","F","F","T","F","T"
45324.000,"T","F","F","F","T","F","T"
73484.000,"F","T","T","F","F","F","T"
69348.000,"F","F","F","F","T","F","T"
74460.000,"F","F","T","T","T","T","F"
88627.000,"F","F","F","F","F","F","T"
88949.000,"F","F","T","F","F","F","F"
96533.000,"F","F","F","F","F","F","F"
64941.000,"T","F","F","T","T","F","T"
30122.000,"F","F","F","F","F","F","F"
61889.000,"F","F","F","T","F","F","T"
77314.000,"F","F","F","F","F","T","F"
22362.000,"F","T","T","F","T","F","F"
20325.000,"F","F","F","F","F","T","F"
35648.000,"F","T","F","F","T","F","T"
9201.000,"F","F","F","F","F","F","F"
42837.000,"F","F","T","F","F","F","F"
37778.000,"F","F","F","F","F","T","F"
16441.000,"F","F","T","F","F","F","F"
70499.000,"F","F","F","F","T","F","F"
84749.000,"F","F","F","F","F","F","F"
10619.000,"F","F","F","T","F","T","F"
17501.000,"F","F","F","F","F","F","F"
31165.000,"F","F","T","F","F","F","T"
93585.000,"F","F","F","F","T","F","F"
34706.000,"T","T","F","F","T","F","F"
83345.000,"T","T","F","F","F","F","T"
33180.000,"T","F","F","T","T","T","T"
10959.000,"F","F","F","T","F","F","F"
96309.000,"F","F","T","F","T","F","T"
72598.000,"F","F","F","F","F","F","T"
63882.000,"F","F","T","F","F","F","T"
29263.000,"T","T","T","T","T","F","T"
89386.000,"F","F","F","T","T","F","F"
8688.000,"F","T","T","F","F","T","T"
64955.000,"F","F","F","F","F","F","T"
57535.000,"T","T","F","F","F","F","F"
38013.000,"F","T","F","T","F","T","F"
69316.000,"F","F","F","F","F","F","F"
40397.000,"F","F","T","F","F","F","F"
49036.000,"T","T","T","T","T","F","F"
10696.000,"F","F","T","F","F","T","F"
77609.000,"T","F","F","T","F","T","F"
71796.000,"F","F","T","F","T","F","F"
99488.000,"F","F","F","F","F","T","F"
53576.000,"F","F","F","F","F","T","F"
64128.000,"T","T","T","T","T","T","T"
6300.000,"T","F","T","F","F","F","F"
46538.000,"F","F","F","F","T","F","F"
40986.000,"F","F","F","F","T","F","F"
48441.000,"F","F","F","F","T","T","T"
16779.000,"F","F","F","F","F","F","F"
59152.000,"F","F","F","F","F","F","F"
18059.000,"T","T","T","F","T","F","T"
38839.000,"T","T","T","T","T","T","T"
59684.000,"F","F","F","F","F","F","F"
52594.000,"F","F","F","F","F","F","T"
26655.000,"F","T","F","T","F","F","F"
94312.000,"T","T","T","F","T","T","F"
14204.000,"F","T","F","F","T","T","F"
61078.000,"T","F","F","F","T","F","F"
9810.000,"F","T","T","F","F","F","F"
86153.000,"F","T","F","F","T","T","F"
36809.000,"F","F","F","F","F","T","T"
13229.000,"F","F","T","T","F","T","F"
7092.000,"T","T","T","F","F","F","T"
68723.000,"F","F","T","F","T","F","F"
67308.000,"F","F","T","F","F","F","F"
48409.000,"T","F","F","T","F","T","F"
5111.000,"F","F","F","F","T","F","F"
4610.000,"F","F","F","F","F","F","T"
20696.000,"F","F","F","F","T","F","T"
38390.000,"F","T","F","F","F","F","T"
93771.000,"F","F","F","T","F","F","F"
42984.000,"T","T","T","F","F","F","F"
9667.000,"F","F","F","T","F","F","F"
45002.000,"F","F","F","F","T","F","F"
87844.000,"T","T","T","F","F","F","F"
50302.000,"F","F","F","F","T","F","T"
71445.000,"F","T","F","F","F","F","F"
66013.000,"F","F","F","F","F","F","F"
98561.000,"T","T","T","T","T","T","T"
63010.000,"F","F","T","F","F","F","T"
42134.000,"F","F","T","F","T","F","F"
41489.000,"F","T","F","F","F","F","F"
8234.000,"F","F","F","F","T","F","F"
6824.000,"F","F","F","F","F","F","T"
17682.000,"T","F","F","F","T","F","T"
49391.000,"F","F","T","F","F","F","T"
72262.000,"T","F","F","F","T","T","F"
48883.000,"F","T","F","F","F","F","T"
70190.000,"T","T","T","T","T","T","T"
32476.000,"T","F","F","F","F","F","F"
5618.000,"T","F","F","T","F","F","F"
32901.000,"F","F","F","F","F","F","T"
2413.000,"F","F","F","F","F","F","T"
2986.000,"F","F","F","F","F","F","F"
89773.000,"T","T","T","T","T","T","T"
31616.000,"F","F","T","T","F","F","T"
86236.000,"F","F","T","T","F","F","F"
92045.000,"F","F","F","F","F","F","F"
57646.000,"T","T","T","F","F","F","F"
79281.000,"F","T","F","F","T","F","T"
68579.000,"F","F","F","F","T","F","T"
5858.000,"F","T","F","F","T","F","F"
92893.000,"F","F","F","F","F","T","F"
47015.000,"F","F","F","F","T","F","F"
100643.000,"F","F","F","F","F","F","T"
48412.000,"F","F","F","T","F","F","F"
40983.000,"F","F","F","F","F","F","T"
13583.000,"F","F","F","F","F","F","T"
30837.000,"F","T","F","T","F","F","F"
71195.000,"F","F","F","F","T","F","F"
22855.000,"F","F","F","F","F","F","F"
34666.000,"F","F","F","F","T","F","T"
99866.000,"F","F","F","F","T","F","F"
56923.000,"F","T","F","F","F","T","F"
29019.000,"F","F","F","F","F","T","T"
40174.000,"F","F","T","F","F","F","T"
68920.000,"T","T","T","F","F","F","T"
2010.000,"T","T","T","T","T","F","F"
75536.000,"T","F","F","F","F","F","T"
43419.000,"F","T","F","T","F","F","F"
97709.000,"T","T","T","T","T","F","F"
27008.000,"F","F","T","F","F","F","T"
49705.000,"F","F","F","F","F","F","F"
79604.000,"F","T","T","T","F","F","F"
53573.000,"T","T","T","T","T","T","T"
59952.000,"F","F","T","F","T","T","F"
8544.000,"T","T","T","T","T","T","T"
80501.000,"T","T","T","T","T","T","T"
99912.000,"T","T","T","T","T","T","T"
55257.000,"F","F","F","F","F","F","T"
85662.000,"F","T","F","F","F","F","T"
3216.000,"T","F","F","F","F","F","T"
59180.000,"F","F","T","F","F","T","F"
61329.000,"F","F","F","F","F","T","F"
82306.000,"F","F","T","F","F","F","F"
93028.000,"T","T","F","F","F","F","T"
50117.000,"F","T","F","F","T","F","F"
32190.000,"F","F","T","F","F","F","F"
73758.000,"T","T","T","F","T","F","F"
77293.000,"F","T","F","T","T","F","F"
46733.000,"F","F","F","F","T","T","F"
93572.000,"F","F","F","F","F","F","F"
57868.000,"T","T","T","F","F","T","T"
96140.000,"F","F","F","F","F","F","T"
90661.000,"F","F","F","F","F","F","T"
4378.000,"F","F","F","F","F","F","T"
96362.000,"T","T","T","T","F","T","F"
78486.000,"F","F","F","F","F","F","F"
2016.000,"F","F","F","T","T","F","F"
91205.000,"F","F","F","T","F","F","F"
77457.000,"F","F","F","T","F","F","F"
32512.000,"F","F","F","F","T","T","F"
95853.000,"T","T","T","T","T","T","F"
70894.000,"T","T","T","T","T","F","F"
12424.000,"F","F","F","F","T","F","F"
98203.000,"F","F","T","F","F","F","T"
98584.000,"F","T","F","T","T","F","F"
93295.000,"T","F","F","F","T","F","F"
44159.000,"T","T","T","F","F","F","F"
31034.000,"F","F","F","F","F","T","F"
20990.000,"F","T","T","F","T","F","T"
39773.000,"F","F","F","T","F","F","F"
16111.000,"T","T","T","T","T","T","T"
63788.000,"T","T","F","T","F","F","T"
80554.000,"F","F","T","F","F","F","F"
48535.000,"T","T","T","T","T","F","F"
10830.000,"F","T","F","F","F","F","F"
61043.000,"T","T","T","T","T","T","T"
44233.000,"F","F","F","F","T","F","F"
66297.000,"F","F","F","T","F","F","T"
23524.000,"F","F","F","F","F","F","F"
93260.000,"T","F","T","F","T","F","F"
28252.000,"F","F","F","F","F","F","F"
89181.000,"T","T","T","T","T","T","T"
67187.000,"F","F","F","T","F","F","F"
90108.000,"T","F","F","T","T","F","F"
20839.000,"F","T","T","T","T","F","F"
71915.000,"F","F","F","F","T","F","F"
70943.000,"F","F","F","T","F","F","F"
82993.000,"F","F","F","F","F","T","F"
38130.000,"F","T","T","F","F","F","F"
37388.000,"T","F","F","F","F","F","T"
39977.000,"T","T","T","F","F","F","F"
52670.000,"F","T","T","F","T","T","F"
78616.000,"T","T","T","T","T","T","T"
98834.000,"F","T","F","F","F","T","F"
81124.000,"F","F","F","F","F","F","F"
19108.000,"F","F","F","F","F","F","F"
73761.000,"T","F","F","F","F","F","F"
68585.000,"F","F","F","F","F","F","F"
82325.000,"F","F","F","F","T","F","F"
4955.000,"T","T","T","F","F","T","F"
53006.000,"T","T","T","F","F","F","F"
44533.000,"F","F","T","F","T","F","F"
63382.000,"F","T","F","T","F","F","F"
75870.000,"F","F","F","F","F","F","F"
14030.000,"T","T","T","T","T","T","T"
43561.000,"F","F","F","F","F","T","F"
19652.000,"F","F","F","F","T","F","F"
87794.000,"T","F","F","F","F","F","T"
66011.000,"F","F","T","F","T","T","T"
36341.000,"T","T","T","T","T","F","F"
6204.000,"T","F","F","F","F","F","T"
43578.000,"F","F","F","F","T","T","F"
86885.000,"F","F","T","T","F","T","F"
2650.000,"F","F","F","F","T","F","F"
48773.000,"F","T","F","F","T","F","F"
25167.000,"F","F","T","F","F","F","F"
58784.000,"F","T","F","F","T","F","F"
27850.000,"F","T","F","T","T","F","T"
64547.000,"F","F","F","F","F","T","F"
84809.000,"F","F","F","F","F","F","F"
11411.000,"F","F","F","F","F","F","F"
75920.000,"F","F","F","F","F","F","T"
62593.000,"F","T","F","F","F","F","T"
56801.000,"F","F","T","F","T","T","F"
34406.000,"T","F","F","T","F","T","F"
12836.000,"T","T","T","T","T","T","T"
3696.000,"T","F","F","F","F","F","F"
91079.000,"F","F","T","F","T","F","F"
16338.000,"F","F","F","F","F","F","F"
9364.000,"T","T","T","T","T","F","F"
85847.000,"F","F","T","F","F","F","F"
83092.000,"F","T","T","F","F","F","F"
97376.000,"T","T","T","F","T","F","F"
45055.000,"F","F","T","T","T","F","T"
42126.000,"F","F","F","F","F","F","F"
66022.000,"T","T","T","T","T","T","T"
72471.000,"F","T","F","F","F","F","T"
14507.000,"T","F","F","F","T","F","T"
75630.000,"F","F","F","F","F","F","T"
39338.000,"F","F","F","F","F","F","F"
26892.000,"F","T","T","F","F","F","T"
46684.000,"T","F","F","T","T","F","T"
59670.000,"T","T","T","T","T","T","F"
3695.000,"F","F","F","F","F","F","F"
6721.000,"F","F","F","F","F","F","F"
23217.000,"T","T","T","T","T","T","T"
43169.000,"F","F","F","F","F","F","F"
32932.000,"F","F","F","F","F","F","F"
45684.000,"F","T","T","F","F","F","F"
37479.000,"T","T","T","F","F","F","F"
48375.000,"F","F","F","F","F","F","F"
34453.000,"T","F","F","T","F","T","F"
7138.000,"F","F","T","F","F","F","F"
52729.000,"T","F","T","T","F","F","F"
63621.000,"F","T","F","F","T","F","F"
13850.000,"T","F","F","F","F","F","T"
73356.000,"F","T","T","F","F","F","F"
83016.000,"F","F","F","F","F","F","T"
19486.000,"F","F","F","F","T","F","F"
40757.000,"T","F","F","T","F","T","F"
60619.000,"F","F","T","F","F","F","F"
18670.000,"T","F","F","F","F","T","F"
5126.000,"F","F","F","F","F","F","F"
17463.000,"F","F","F","F","F","F","F"
23933.000,"F","F","T","F","T","F","F"
44400.000,"T","F","F","F","T","T","F"
72349.000,"T","F","F","F","T","F","F"
43739.000,"T","T","F","F","F","T","F"
85836.000,"F","T","F","T","F","F","F"
22596.000,"F","T","F","F","F","F","T"
84280.000,"F","F","F","F","T","T","F"
44918.000,"F","F","F","F","F","F","F"
66054.000,"T","T","T","T","T","F","F"
6830.000,"F","F","F","F","F","F","F"
19648.000,"F","F","F","F","T","F","F"
17938.000,"T","T","T","T","T","F","T"
60358.000,"T","F","F","F","F","F","F"
95557.000,"F","F","F","F","T","F","F"
66331.000,"F","F","F","F","F","T","F"
58199.000,"F","F","F","T","T","F","F"
2330.000,"F","F","F","F","F","F","F"
69678.000,"T","F","T","F","F","T","F"
90197.000,"T","F","F","T","T","F","T"
33384.000,"F","T","F","F","T","F","F"
44180.000,"F","F","F","F","F","F","F"
77856.000,"T","T","T","F","T","T","F"
86410.000,"T","T","T","F","F","F","F"
86345.000,"F","F","F","F","T","F","F"
93585.000,"T","T","T","F","F","F","F"
28198.000,"F","T","F","T","T","F","F"
17048.000,"F","F","F","F","F","F","T"
64217.000,"F","F","F","T","T","F","T"
60327.000,"T","F","T","F","F","T","F"
25157.000,"T","F","F","T","T","F","T"
20562.000,"F","F","F","F","F","F","F"
2477.000,"F","F","F","F","F","F","T"
15299.000,"F","F","F","F","T","F","F"
77906.000,"T","T","T","T","T","T","T"
92068.000,"F","F","F","F","T","F","F"
86889.000,"T","T","T","T","T","F","F"
89923.000,"T","T","T","T","T","F","F"
25510.000,"F","T","F","T","T","F","F"
95460.000,"F","F","F","F","F","F","F"
71237.000,"F","T","F","F","F","F","F"
17960.000,"T","T","F","T","T","F","F"
64838.000,"F","F","F","F","F","F","F"
36710.000,"T","T","T","T","T","F","F"
12128.000,"T","F","T","F","F","T","T"
17613.000,"T","T","F","F","F","F","F"
98195.000,"T","F","F","F","F","T","F"
48212.000,"F","F","T","F","F","F","F"
86286.000,"F","F","F","F","T","F","F"
20111.000,"F","F","F","F","F","F","F"
87006.000,"F","F","F","F","F","F","F"
53241.000,"F","T","F","F","T","F","F"
92531.000,"T","T","T","T","T","T","T"
75358.000,"F","F","F","F","T","F","F"
48214.000,"F","T","F","T","F","F","F"
20073.000,"F","F","F","T","F","F","F"
90351.000,"F","F","F","F","F","F","F"
89748.000,"F","F","F","F","F","F","F"
10248.000,"F","T","F","F","F","T","F"
47091.000,"F","F","T","F","F","T","F"
13578.000,"F","T","F","F","T","F","F"
59574.000,"F","T","T","F","F","T","F"
54329.000,"F","F","F","F","F","F","F"
74384.000,"F","F","F","T","F","F","T"
88706.000,"F","F","F","F","F","F","F"
71305.000,"T","T","F","F","F","F","T"
75956.000,"T","T","T","T","T","T","T"
97362.000,"F","F","F","T","T","F","F"
96027.000,"F","F","F","F","F","F","F"
10673.000,"T","F","F","F","F","F","T"
52465.000,"F","T","F","F","F","T","F"
31532.000,"F","F","F","F","F","F","F"
96308.000,"F","T","F","F","F","F","F"
65833.000,"F","F","F","F","T","F","T"
63572.000,"F","F","T","F","T","F","F"
68658.000,"F","F","F","F","F","F","F"
36778.000,"F","F","T","F","T","F","F"
98917.000,"T","T","F","F","F","F","F"
61582.000,"F","F","F","T","F","T","T"
75631.000,"T","T","F","F","T","F","T"
2723.000,"F","T","F","F","F","F","F"
66387.000,"T","T","T","T","T","F","F"
28049.000,"F","F","T","F","F","F","T"
9030.000,"F","F","F","F","F","F","F"
31643.000,"F","F","F","T","F","F","F"
64624.000,"F","F","F","F","T","F","F"
7417.000,"F","F","F","T","F","F","T"
53014.000,"T","F","F","T","F","F","F"
19143.000,"F","F","F","F","T","F","F"
65485.000,"F","F","F","F","F","F","F"
33624.000,"F","F","F","F","F","F","T"
98545.000,"T","F","T","F","T","F","F"
26763.000,"F","F","F","F","T","F","F"
38100.000,"F","F","T","T","F","F","T"
87387.000,"T","T","T","T","T","F","T"
25480.000,"F","F","F","F","T","T","F"
9831.000,"F","F","F","F","F","F","F"
6324.000,"F","F","F","T","F","F","F"
53695.000,"T","F","F","F","T","F","T"
20546.000,"F","T","F","F","F","F","F"
90679.000,"T","T","T","F","F","T","F"
10302.000,"F","T","F","F","F","F","F"
56710.000,"T","T","T","T","F","F","F"
74409.000,"T","T","T","T","T","F","F"
80916.000,"T","T","T","T","T","F","F"
22848.000,"T","F","F","F","F","F","F"
99221.000,"T","F","F","T","F","T","F"
32092.000,"F","T","T","F","F","F","T"
30089.000,"T","F","T","F","T","T","F"
82537.000,"T","T","T","T","T","T","T"
8491.000,"T","T","T","T","T","F","T"
97577.000,"F","F","F","T","T","F","F"
45570.000,"F","F","F","F","F","F","F"
47613.000,"T","F","F","T","F","F","T"
50799.000,"T","T","T","T","T","T","T"
68524.000,"T","F","T","F","F","F","T"
54372.000,"F","F","F","F","F","F","T"
84301.000,"T","T","T","F","F","F","F"
99995.000,"T","T","T","T","T","F","F"
98711.000,"F","F","T","F","T","F","F"
74980.000,"F","T","F","F","F","F","F"
11707.000,"T","T","T","F","F","F","T"
10824.000,"F","F","F","F","F","F","F"
39412.000,"F","T","F","T","F","T","F"
29619.000,"T","F","F","T","F","T","T"
41583.000,"F","F","T","T","F","F","F"
49487.000,"F","F","F","F","T","F","F"
78625.000,"F","F","T","F","T","F","T"
57611.000,"F","F","F","T","F","F","T"
8791.000,"F","F","F","T","F","F","F"
26580.000,"T","F","F","F","T","F","F"
59106.000,"T","T","T","F","T","T","F"
15042.000,"T","F","F","F","F","F","F"
79164.000,"T","F","F","F","F","F","T"
35176.000,"T","T","F","F","F","F","T"
4284.000,"T","T","T","F","F","T","T"
2673.000,"F","F","F","F","F","T","F"
30677.000,"T","T","T","T","T","F","F"
94395.000,"F","F","T","F","T","F","F"
38341.000,"F","F","F","F","F","F","F"
15181.000,"T","T","T","T","T","T","T"
61618.000,"F","F","F","F","F","F","T"
24408.000,"F","F","T","F","F","F","F"
32482.000,"F","F","T","T","F","T","T"
47662.000,"F","F","F","F","F","F","F"
82222.000,"T","T","T","T","T","F","F"
45532.000,"F","T","F","T","F","F","F"
87318.000,"T","F","F","F","T","F","T"
83910.000,"F","F","F","F","F","F","F"
92460.000,"T","F","T","F","F","F","T"
11806.000,"T","T","T","T","T","F","T"
42970.000,"T","F","F","F","F","F","F"
12969.000,"T","T","T","T","T","F","F"
95443.000,"F","F","F","F","F","F","F"
76209.000,"T","T","F","F","F","F","F"
60604.000,"F","F","F","F","F","F","F"
94010.000,"F","F","F","F","F","F","F"
91865.000,"T","T","T","T","T","T","T"
75654.000,"F","T","F","F","T","T","F"
90484.000,"F","F","F","F","T","F","F"
4304.000,"F","T","F","F","T","T","F"
12263.000,"F","T","F","T","T","F","F"
67767.000,"F","F","T","F","F","F","F"
4112.000,"F","F","F","F","F","F","T"
56117.000,"F","F","F","F","F","F","F"
33932.000,"F","F","F","F","T","F","T"
75614.000,"F","F","F","F","F","F","F"
79377.000,"F","T","F","F","F","F","F"
3877.000,"F","F","F","F","T","F","T"
77088.000,"F","F","F","F","F","F","F"
94094.000,"F","F","F","T","T","F","F"
42108.000,"T","T","T","T","T","F","F"
96653.000,"F","T","F","F","F","F","F"
82311.000,"F","F","F","F","F","T","F"
38394.000,"F","F","T","F","F","T","F"
39657.000,"F","F","T","T","T","F","F"
27710.000,"F","F","F","F","T","F","F"
64324.000,"F","T","F","F","F","F","T"
94062.000,"T","T","T","F","F","F","F"
74259.000,"F","T","F","T","F","F","F"
65807.000,"F","F","F","F","T","T","T"
35348.000,"F","F","F","F","F","F","T"
7139.000,"T","F","F","F","F","F","F"
30973.000,"T","T","T","F","F","T","F"
46301.000,"F","T","F","F","F","F","T"
35534.000,"F","F","F","F","T","F","F"
77085.000,"F","F","F","F","T","F","F"
46020.000,"F","F","T","F","T","F","F"
47302.000,"F","F","F","F","T","F","F"
36278.000,"F","F","F","F","T","T","T"
69547.000,"F","F","F","F","F","F","F"
75751.000,"F","F","F","F","T","F","F"
79306.000,"F","F","F","F","T","F","F"
46969.000,"F","T","F","F","F","F","T"
65868.000,"F","F","F","F","F","F","F"
53726.000,"T","F","F","F","T","T","T"
50470.000,"T","F","F","F","T","F","F"
6890.000,"F","F","F","F","F","F","F"
55982.000,"T","F","F","F","F","F","T"
12229.000,"T","T","T","F","T","F","F"
50022.000,"F","F","F","F","T","F","T"
73497.000,"F","F","F","T","F","F","F"
82695.000,"T","T","T","T","T","T","T"
1039.000,"F","F","F","T","F","F","F"
32931.000,"T","T","T","F","F","F","F"
45633.000,"F","F","T","F","F","F","F"
54082.000,"F","F","F","T","T","T","F"
64790.000,"F","F","F","F","T","T","F"
48191.000,"F","F","F","F","F","T","F"
31933.000,"F","F","F","F","F","T","F"
11298.000,"T","T","T","T","T","T","T"
75041.000,"T","T","T","T","T","F","T"
2999.000,"F","T","F","F","F","F","F"
6368.000,"F","F","T","F","T","F","F"
69420.000,"F","T","T","T","F","F","T"
21400.000,"T","T","T","F","T","F","F"
16493.000,"T","T","T","T","T","T","T"
55000.000,"F","F","T","T","F","F","F"
2356.000,"F","F","F","F","F","F","F"
16460.000,"F","F","F","F","F","F","F"
67858.000,"F","F","T","F","F","F","T"
58903.000,"T","T","T","T","T","F","F"
9347.000,"T","T","T","T","T","T","T"
50192.000,"T","T","T","T","T","T","T"
35977.000,"F","F","F","F","F","T","T"
52120.000,"F","F","F","T","F","F","F"
73234.000,"T","F","F","F","T","F","F"
70438.000,"F","F","F","F","F","F","F"
42369.000,"T","T","T","T","T","T","T"
8295.000,"F","T","T","T","F","T","F"
64604.000,"F","F","T","F","F","F","T"
79044.000,"T","T","F","F","F","F","F"
9731.000,"T","T","T","T","T","T","T"
42946.000,"F","T","F","F","F","F","F"
18555.000,"T","T","T","T","T","T","T"
56729.000,"T","T","F","F","T","T","F"
20840.000,"F","F","F","F","F","F","F"
63689.000,"F","T","T","T","F","F","F"
31555.000,"F","F","F","T","F","F","F"
91542.000,"F","F","F","T","F","T","F"
58364.000,"F","F","F","F","F","F","F"
26857.000,"F","F","F","F","T","F","T"
55547.000,"T","T","T","F","F","F","F"
77805.000,"F","F","F","F","F","F","F"
31840.000,"F","F","F","F","F","F","F"
40280.000,"T","T","T","T","T","T","T"
52043.000,"F","T","T","F","F","F","F"
64377.000,"F","F","T","F","F","F","T"
36524.000,"F","F","F","T","F","F","T"
83929.000,"F","F","F","T","T","F","T"
84813.000,"T","T","T","T","T","T","T"
40250.000,"T","F","T","F","F","F","T"
71701.000,"T","T","T","T","T","F","F"
46080.000,"T","F","F","F","F","F","F"
84730.000,"T","T","T","F","F","F","T"
85110.000,"T","T","F","F","F","F","F"
67395.000,"F","F","F","F","F","F","F"
92531.000,"F","F","F","F","T","F","F"
44293.000,"T","F","F","F","T","F","F"
13054.000,"T","T","T","F","F","F","F"
68432.000,"F","F","T","F","F","F","F"
85883.000,"T","F","F","T","F","F","F"
2496.000,"T","T","T","T","T","F","F"
63072.000,"F","F","F","F","T","T","F"
43607.000,"F","F","F","F","F","F","F"
18620.000,"T","F","F","F","F","T","F"
64142.000,"T","T","T","F","F","F","T"
89087.000,"F","F","T","T","F","T","F"
41892.000,"T","F","F","F","F","T","F"
41892.000,"T","F","F","F","F","T","F"
58668.000,"T","T","T","T","T","F","F"
94236.000,"F","F","F","F","F","T","F"
69146.000,"F","F","F","F","F","F","F"
43846.000,"F","F","F","T","T","T","F"
43846.000,"F","F","F","T","T","T","F"
11680.000,"F","F","F","T","F","T","F"
94217.000,"F","F","F","F","F","F","F"
59767.000,"T","T","F","T","T","F","F"
55073.000,"T","F","F","F","F","T","F"
75463.000,"F","F","F","F","F","F","F"
53494.000,"F","F","F","F","F","F","F"
96338.000,"T","T","T","T","T","T","T"
75440.000,"F","F","F","F","F","T","F"
31665.000,"F","T","T","F","T","F","T"
100866.000,"F","F","F","F","F","F","T"
100866.000,"F","F","F","F","F","F","T"
61396.000,"T","T","T","T","F","T","F"
74857.000,"F","F","T","F","T","F","F"
88868.000,"F","F","T","F","T","T","F"
50453.000,"F","F","F","F","F","F","F"
95811.000,"F","F","F","T","F","F","T"
48854.000,"T","T","T","F","F","F","F"
42510.000,"F","F","F","F","F","F","T"
