ID,Idade,Renda,Regiao,Genero,seguro auto,seguro vida Emp,seguro vida PF,Seguro Residencial
67767.000,20.014,7741.233,"SE",0.000,"F","F","F","F"
4112.000,51.006,7741.289,"CO",1.000,"F","F","F","F"
56117.000,50.318,7741.312,"S",1.000,"F","F","F","F"
33932.000,20.477,7741.387,"SE",0.000,"F","F","F","F"
75614.000,31.948,7741.432,"NE",1.000,"F","F","F","F"
79377.000,40.403,7741.468,"CO",0.000,"F","F","F","F"
3877.000,45.218,7742.200,"SE",0.000,"F","F","F","F"
77088.000,30.819,7742.215,"N",0.000,"T","T","T","T"
94094.000,22.943,7742.219,"CO",0.000,"F","F","F","F"
42108.000,41.780,7742.300,"SE",1.000,"F","F","T","F"
96653.000,46.768,7742.829,"SE",0.000,"T","T","T","T"
82311.000,40.717,7743.057,"CO",0.000,"F","F","F","F"
38394.000,38.501,7743.492,"N",1.000,"T","T","T","T"
39657.000,29.232,7744.114,"CO",1.000,"F","F","F","F"
27710.000,39.416,7744.157,"CO",1.000,"F","F","F","F"
64324.000,38.180,7744.416,"SE",1.000,"F","F","F","F"
94062.000,26.564,7744.588,"SE",1.000,"F","T","F","F"
74259.000,22.357,7744.703,"NE",0.000,"T","F","F","F"
65807.000,46.445,7744.741,"CO",1.000,"F","F","F","T"
35348.000,28.409,7744.873,"NE",0.000,"F","F","F","T"
7139.000,83.193,7745.140,"CO",1.000,"F","F","F","F"
30973.000,59.479,43567.000,"S",0.000,"F","F","F","F"
46301.000,39.706,7746.082,"SE",0.000,"F","T","F","F"
35534.000,31.239,7746.219,"NE",0.000,"F","F","T","T"
77085.000,32.519,7746.651,"S",0.000,"F","F","F","F"
46020.000,27.111,7746.816,"NE",0.000,"F","F","F","F"
47302.000,25.053,7747.050,"SE",1.000,"F","F","F","F"
36278.000,33.988,7747.353,"SE",0.000,"F","F","F","F"
69547.000,38.562,7747.562,"SE",0.000,"F","F","F","F"
75751.000,46.168,7747.587,"NE",0.000,"F","F","F","F"
79306.000,53.600,23155.000,"SE",1.000,"F","F","F","T"
46969.000,29.910,7747.772,"SE",0.000,"F","F","F","F"
65868.000,45.708,7747.811,"SE",1.000,"T","T","T","T"
53726.000,32.702,7747.871,"S",1.000,"T","T","T","T"
50470.000,60.607,7747.903,"CO",1.000,"T","F","F","F"
6890.000,58.807,7748.578,"SE",0.000,"F","F","F","F"
55982.000,30.475,7748.599,"SE",1.000,"F","T","F","F"
12229.000,27.063,7748.650,"NE",0.000,"F","F","T","F"
50022.000,45.035,7749.179,"SE",1.000,"F","F","F","F"
73497.000,47.907,7749.739,"SE",0.000,"T","T","T","T"
82695.000,21.218,7749.855,"NE",0.000,"F","F","F","F"
1039.000,22.059,7749.965,"NE",1.000,"T","T","T","T"
32931.000,42.745,7750.347,"SE",0.000,"F","F","F","F"
45633.000,18.146,7750.446,"S",0.000,"F","F","F","F"
54082.000,46.319,7750.560,"S",0.000,"F","F","F","F"
64790.000,30.575,7750.964,"N",1.000,"T","T","T","T"
48191.000,26.751,7751.271,"SE",1.000,"F","T","F","F"
31933.000,26.005,7751.542,"NE",1.000,"F","F","F","F"
11298.000,18.405,7751.907,"NE",1.000,"F","F","F","F"
75041.000,49.852,7752.320,"CO",1.000,"F","F","T","F"
2999.000,37.184,7752.321,"SE",0.000,"F","F","F","F"
6368.000,44.323,7752.352,"CO",0.000,"T","T","T","T"
69420.000,57.730,7752.407,"SE",1.000,"F","F","F","F"
21400.000,44.880,7752.494,"SE",1.000,"F","T","F","F"
16493.000,38.976,7752.967,"CO",0.000,"F","F","F","F"
55000.000,43.163,7753.019,"CO",1.000,"T","T","T","T"
2356.000,28.118,7753.061,"CO",0.000,"F","F","F","F"
16460.000,29.319,7753.082,"S",1.000,"T","T","T","T"
67858.000,24.986,7753.556,"SE",1.000,"F","F","F","F"
58903.000,62.320,7753.614,"SE",0.000,"F","F","T","F"
9347.000,18.690,7753.800,"SE",0.000,"T","F","F","F"
50192.000,31.742,7754.333,"NE",0.000,"F","F","F","F"
35977.000,28.041,7755.082,"SE",0.000,"F","F","F","T"
52120.000,18.814,7755.255,"NE",0.000,"F","F","F","F"
73234.000,25.643,7755.272,"S",1.000,"T","F","F","F"
70438.000,43.981,7755.677,"SE",1.000,"F","F","F","F"
42369.000,42.247,7755.953,"SE",0.000,"F","F","F","F"
8295.000,48.431,7755.963,"NE",1.000,"F","F","F","F"
64604.000,43.137,7755.977,"NE",1.000,"F","T","F","F"
79044.000,39.926,7756.141,"NE",0.000,"T","T","T","T"
9731.000,39.446,7756.217,"NE",0.000,"F","F","F","F"
42946.000,29.931,7756.864,"NE",0.000,"F","F","F","F"
18555.000,23.433,7757.049,"SE",0.000,"T","F","F","F"
56729.000,62.893,7757.234,"CO",1.000,"F","F","F","F"
20840.000,28.869,7757.249,"SE",1.000,"F","F","F","F"
63689.000,37.187,7757.587,"N",0.000,"T","T","T","T"
31555.000,34.729,7757.692,"NE",1.000,"F","F","F","F"
91542.000,48.882,7757.880,"SE",1.000,"F","F","F","T"
58364.000,26.869,7758.356,"NE",1.000,"F","F","F","F"
26857.000,54.746,7758.440,"SE",1.000,"F","F","F","F"
55547.000,36.147,7758.737,"N",1.000,"F","T","F","F"
77805.000,43.923,7758.907,"NE",0.000,"F","F","F","F"
31840.000,33.288,7759.135,"N",1.000,"F","F","F","F"
40280.000,48.278,7759.240,"N",1.000,"F","F","F","F"
52043.000,32.107,7759.513,"SE",0.000,"T","T","T","T"
64377.000,53.837,7759.587,"SE",1.000,"T","T","T","T"
36524.000,33.540,7759.851,"SE",1.000,"F","T","F","F"
83929.000,39.336,7759.896,"NE",1.000,"F","F","F","F"
84813.000,43.795,7760.172,"S",1.000,"F","F","F","F"
40250.000,58.350,7760.181,"SE",0.000,"F","T","F","F"
71701.000,44.990,7760.517,"CO",0.000,"F","F","F","F"
46080.000,55.760,7760.616,"SE",1.000,"F","T","F","T"
84730.000,28.325,7760.660,"SE",1.000,"F","T","F","F"
85110.000,40.149,7760.783,"S",0.000,"F","F","F","F"
67395.000,23.160,27456.000,"SE",1.000,"T","T","T","T"
92531.000,32.278,7761.189,"CO",1.000,"F","F","F","T"
44293.000,52.273,7761.224,"NE",1.000,"F","F","F","F"
13054.000,38.547,7761.292,"NE",0.000,"F","F","F","F"
68432.000,31.723,7761.339,"SE",0.000,"T","T","T","T"
85883.000,23.333,7761.673,"CO",1.000,"T","T","T","T"
2496.000,49.796,7761.929,"SE",0.000,"F","F","F","T"
63072.000,34.259,7762.343,"SE",1.000,"F","F","F","F"
43607.000,28.198,7762.350,"SE",1.000,"T","F","T","T"
18620.000,41.531,7762.638,"SE",1.000,"F","F","F","F"
64142.000,36.133,7762.660,"CO",1.000,"F","T","F","F"
89087.000,20.239,7763.135,"SE",0.000,"T","F","F","F"
41892.000,24.741,7763.183,"SE",0.000,"F","F","F","F"
41892.000,24.741,7763.183,"SE",0.000,"F","F","F","F"
58668.000,35.832,7763.692,"SE",0.000,"F","T","F","T"
94236.000,36.683,7764.690,"S",1.000,"F","F","T","F"
69146.000,25.703,7764.952,"CO",1.000,"F","F","F","F"
43846.000,29.948,7765.109,"CO",0.000,"T","T","T","T"
43846.000,29.948,7765.109,"CO",0.000,"T","T","T","T"
11680.000,51.941,7765.781,"CO",1.000,"F","F","F","F"
94217.000,49.290,7765.789,"SE",0.000,"T","T","T","T"
59767.000,18.843,7765.860,"S",1.000,"F","F","F","F"
55073.000,38.174,7765.944,"NE",1.000,"F","T","F","F"
75463.000,50.769,7766.832,"SE",1.000,"F","F","F","F"
53494.000,35.037,7766.853,"CO",1.000,"F","F","F","F"
96338.000,25.712,7766.865,"SE",0.000,"F","F","F","F"
75440.000,47.154,7766.979,"NE",1.000,"F","F","F","F"
31665.000,30.631,7767.050,"CO",0.000,"F","F","F","F"
100866.000,54.319,7767.431,"S",1.000,"T","T","T","T"
100866.000,54.319,7767.431,"S",1.000,"T","T","T","T"
61396.000,37.963,7767.748,"SE",0.000,"F","T","F","F"
74857.000,33.953,7768.010,"SE",0.000,"F","F","F","F"
88868.000,55.992,7768.465,"NE",1.000,"F","T","F","F"
50453.000,19.487,7768.523,"NE",0.000,"F","T","T","T"
95811.000,41.980,7768.644,"SE",0.000,"F","F","F","F"
48854.000,41.620,7768.926,"SE",1.000,"F","T","F","F"
42510.000,30.682,7769.236,"NE",0.000,"F","F","F","F"
85405.000,34.409,7769.282,"CO",1.000,"F","T","F","F"
30936.000,26.280,7769.291,"N",1.000,"F","F","T","F"
18748.000,48.217,7769.496,"S",1.000,"F","F","F","F"
40156.000,53.098,7769.625,"SE",1.000,"F","T","F","F"
28240.000,19.259,7769.963,"SE",0.000,"F","F","F","T"
28384.000,23.011,7770.137,"NE",1.000,"F","F","F","F"
32907.000,43.331,7770.316,"N",1.000,"F","F","F","F"
52809.000,47.036,7770.435,"SE",1.000,"T","T","T","T"
78042.000,32.085,7770.826,"CO",0.000,"T","T","T","T"
25825.000,40.496,7771.120,"CO",1.000,"F","F","F","F"
92340.000,39.292,7771.128,"SE",0.000,"F","F","F","F"
81417.000,18.838,7771.229,"SE",1.000,"T","T","T","T"
91172.000,33.216,7771.437,"S",0.000,"F","F","F","F"
38750.000,35.937,7771.619,"CO",0.000,"F","F","T","F"
81377.000,51.422,7771.846,"N",0.000,"F","F","T","F"
68938.000,19.273,7772.077,"SE",1.000,"T","T","T","T"
97553.000,33.765,7772.512,"SE",1.000,"F","T","F","F"
30826.000,28.173,7773.190,"SE",1.000,"F","F","F","F"
27335.000,33.199,7773.242,"N",0.000,"F","F","F","F"
30028.000,46.919,7773.301,"NE",0.000,"F","F","F","F"
52179.000,19.044,7773.680,"SE",0.000,"T","T","T","T"
35436.000,36.509,7773.764,"SE",1.000,"F","F","F","F"
84760.000,57.449,7773.836,"SE",1.000,"F","F","F","F"
26514.000,31.990,7774.088,"SE",0.000,"T","T","T","T"
2712.000,19.054,7774.481,"SE",1.000,"F","F","F","F"
44199.000,71.102,7774.564,"S",1.000,"T","T","T","T"
48448.000,48.278,7774.657,"S",1.000,"T","T","T","T"
19088.000,23.411,7774.861,"S",1.000,"F","F","F","F"
90151.000,47.001,7774.863,"SE",1.000,"F","T","F","F"
14153.000,39.273,7775.056,"NE",0.000,"F","F","F","F"
8297.000,44.110,7775.194,"SE",0.000,"F","F","F","T"
97648.000,45.296,7775.496,"SE",1.000,"F","F","F","F"
12854.000,68.652,7775.941,"SE",1.000,"F","F","F","F"
20122.000,45.999,7776.137,"SE",0.000,"F","F","F","F"
55198.000,33.680,7776.215,"SE",1.000,"F","F","F","F"
39949.000,42.563,7776.734,"NE",1.000,"F","F","F","F"
88960.000,54.314,7776.754,"SE",0.000,"F","F","F","F"
82505.000,58.149,7776.931,"N",0.000,"T","T","T","T"
31697.000,25.801,7777.156,"NE",1.000,"T","T","T","T"
25599.000,32.286,7777.215,"CO",0.000,"F","F","F","F"
56672.000,58.845,7777.480,"NE",0.000,"T","F","F","F"
70390.000,29.152,7777.589,"SE",1.000,"T","T","T","T"
8206.000,32.068,7778.025,"NE",0.000,"T","T","T","T"
76228.000,31.234,7778.072,"SE",1.000,"F","F","F","F"
95427.000,45.672,7778.121,"NE",1.000,"T","T","T","T"
97704.000,30.512,7778.220,"NE",1.000,"F","F","F","F"
34123.000,32.328,7778.462,"CO",0.000,"F","F","F","F"
53212.000,59.770,7778.507,"CO",0.000,"F","F","F","F"
3941.000,36.165,7778.513,"SE",1.000,"F","F","F","F"
45755.000,35.411,7778.540,"SE",1.000,"T","F","F","F"
98901.000,28.132,7778.929,"SE",1.000,"T","T","T","T"
15328.000,29.488,7779.025,"SE",0.000,"T","T","T","T"
2952.000,24.442,7779.073,"CO",0.000,"F","F","F","F"
99141.000,32.204,7779.498,"SE",1.000,"F","T","F","T"
1387.000,47.944,7779.524,"CO",1.000,"F","F","F","F"
27061.000,46.217,7779.834,"CO",0.000,"F","T","F","F"
27303.000,29.543,7779.991,"CO",1.000,"F","F","T","F"
7492.000,57.691,7780.038,"CO",0.000,"T","T","F","F"
71307.000,44.105,7780.803,"SE",1.000,"F","F","F","F"
74626.000,50.414,7780.984,"S",1.000,"F","F","F","T"
32719.000,28.738,7781.622,"N",1.000,"F","F","T","T"
71118.000,44.035,7781.859,"SE",0.000,"F","F","F","T"
89908.000,27.173,7782.191,"CO",1.000,"F","F","F","F"
69947.000,51.252,7782.509,"SE",1.000,"F","F","F","F"
23309.000,38.264,7782.527,"CO",1.000,"F","F","F","T"
87297.000,39.552,7782.750,"NE",1.000,"T","T","T","T"
61907.000,44.691,7782.880,"SE",1.000,"F","F","F","F"
84337.000,33.898,7783.001,"SE",0.000,"F","F","F","F"
11525.000,18.299,7783.096,"NE",0.000,"F","F","F","F"
7973.000,38.800,7783.433,"S",0.000,"F","F","F","F"
32730.000,62.121,7783.514,"CO",1.000,"F","F","F","F"
47217.000,28.585,31678.000,"NE",0.000,"F","T","F","T"
31825.000,40.052,7783.853,"NE",0.000,"T","F","F","F"
23755.000,27.167,7784.194,"SE",0.000,"F","F","F","F"
61590.000,27.935,7784.607,"NE",1.000,"T","T","T","T"
59187.000,42.966,7784.819,"NE",0.000,"T","T","T","T"
7518.000,43.542,7784.988,"S",0.000,"F","T","F","F"
73946.000,47.909,7785.349,"SE",0.000,"T","T","T","T"
93761.000,43.713,7785.539,"CO",0.000,"T","T","T","T"
78520.000,51.683,7785.608,"S",1.000,"F","T","F","F"
77358.000,28.969,7785.821,"SE",1.000,"T","F","F","F"
48798.000,23.822,7786.090,"SE",1.000,"F","F","F","F"
71651.000,36.804,7786.187,"SE",1.000,"F","T","F","F"
17091.000,22.444,7786.769,"CO",1.000,"F","T","F","F"
21576.000,18.061,7786.801,"CO",1.000,"F","F","F","F"
52978.000,33.796,7787.132,"SE",0.000,"T","T","T","T"
5860.000,33.635,7787.302,"CO",0.000,"F","F","F","F"
9013.000,20.724,7787.953,"S",0.000,"F","T","F","F"
48486.000,33.051,7788.095,"SE",0.000,"F","F","F","F"
85208.000,30.708,7788.340,"S",0.000,"T","T","T","T"
74235.000,29.341,7788.433,"SE",1.000,"F","F","F","T"
90415.000,42.974,7788.550,"S",1.000,"F","F","F","F"
70045.000,21.279,7788.715,"SE",1.000,"F","T","F","F"
63571.000,47.991,7788.859,"NE",1.000,"T","T","T","T"
99879.000,46.601,7788.862,"SE",0.000,"F","F","F","F"
57103.000,33.732,7788.988,"SE",0.000,"F","F","F","F"
30579.000,37.724,7789.227,"CO",1.000,"F","F","F","F"
71158.000,23.863,7789.505,"CO",1.000,"T","T","T","T"
35318.000,43.467,7789.653,"SE",1.000,"F","F","F","F"
93137.000,51.495,7790.370,"S",0.000,"T","T","T","T"
59159.000,80.064,7790.877,"S",0.000,"F","T","F","F"
14775.000,46.538,7790.915,"CO",1.000,"F","F","F","F"
39316.000,41.923,7790.952,"CO",1.000,"F","F","F","T"
13409.000,44.937,7791.094,"NE",1.000,"F","F","F","F"
44005.000,23.652,7791.361,"NE",0.000,"T","T","T","T"
74347.000,37.881,7791.506,"S",0.000,"T","T","T","T"
44440.000,39.169,7791.519,"SE",1.000,"F","F","F","F"
37452.000,55.592,7791.942,"SE",0.000,"F","F","F","F"
11125.000,33.311,7792.044,"NE",0.000,"F","F","F","F"
19186.000,35.499,7792.349,"S",1.000,"T","T","T","T"
68658.000,47.393,7792.561,"SE",0.000,"T","T","T","T"
20337.000,20.655,7792.739,"SE",1.000,"T","T","T","T"
70510.000,36.185,7793.034,"NE",1.000,"T","T","T","T"
8347.000,44.740,7793.046,"SE",0.000,"T","T","T","T"
30642.000,38.937,7793.482,"N",0.000,"F","F","F","T"
82822.000,56.916,7793.679,"SE",1.000,"F","F","F","T"
66649.000,25.464,7793.822,"S",0.000,"F","F","F","F"
81855.000,43.338,7793.958,"SE",1.000,"F","F","T","T"
33182.000,60.544,7793.986,"SE",1.000,"F","T","T","F"
14047.000,59.510,7794.370,"NE",1.000,"F","F","F","F"
45237.000,42.741,7794.471,"NE",1.000,"F","F","F","F"
39381.000,28.192,7795.099,"SE",0.000,"T","T","T","T"
13507.000,30.310,7795.774,"SE",0.000,"F","F","F","F"
35220.000,19.809,7795.828,"SE",0.000,"F","F","F","F"
2325.000,24.615,7795.947,"CO",0.000,"F","F","F","F"
92924.000,27.332,7796.227,"S",0.000,"F","F","F","F"
25705.000,29.520,7796.796,"CO",0.000,"T","T","T","T"
19635.000,31.218,7796.813,"NE",1.000,"F","F","F","F"
74222.000,28.332,7796.889,"N",0.000,"F","F","F","F"
6977.000,47.912,7796.991,"SE",1.000,"F","F","F","F"
24943.000,37.305,7797.459,"NE",0.000,"F","T","F","F"
70278.000,30.616,7797.464,"N",0.000,"T","F","F","F"
35035.000,26.775,7797.816,"SE",1.000,"T","T","T","T"
54312.000,36.990,7797.829,"CO",0.000,"T","T","T","T"
29102.000,44.797,7797.925,"SE",0.000,"F","F","F","F"
33020.000,41.763,7798.299,"S",0.000,"F","F","F","F"
52394.000,57.721,7798.568,"SE",1.000,"F","F","F","F"
78973.000,45.312,7798.816,"SE",1.000,"F","T","F","F"
81074.000,53.698,7798.833,"NE",1.000,"F","T","F","F"
95429.000,50.622,7798.854,"CO",0.000,"F","F","F","F"
89018.000,28.574,7799.314,"CO",1.000,"F","F","F","T"
17374.000,29.946,7800.311,"SE",1.000,"F","T","F","F"
95452.000,57.070,7800.353,"NE",1.000,"T","F","F","F"
54043.000,34.147,7800.547,"CO",1.000,"F","F","F","T"
65004.000,41.314,7800.601,"CO",1.000,"F","F","T","T"
27545.000,35.398,7800.664,"SE",1.000,"F","F","F","F"
80435.000,39.572,7801.177,"N",0.000,"F","F","F","F"
33128.000,50.113,7801.181,"SE",1.000,"F","T","F","F"
86706.000,37.627,7801.330,"SE",1.000,"T","T","T","T"
89998.000,51.042,7801.549,"SE",1.000,"F","F","T","F"
61035.000,44.443,7801.605,"NE",1.000,"F","F","F","F"
55368.000,21.743,7802.072,"SE",1.000,"F","T","F","F"
23660.000,18.691,7802.355,"N",1.000,"T","T","T","T"
33323.000,26.140,42567.000,"CO",1.000,"F","F","F","F"
50008.000,51.037,7802.636,"NE",0.000,"F","F","F","F"
26621.000,47.584,7803.231,"SE",0.000,"F","F","F","F"
8429.000,28.956,7803.376,"SE",1.000,"F","F","F","F"
82102.000,38.603,7803.438,"SE",0.000,"F","F","F","F"
86368.000,38.220,7804.356,"CO",0.000,"F","F","F","F"
74990.000,55.070,7804.811,"SE",0.000,"F","F","F","F"
67380.000,36.609,7804.832,"NE",1.000,"F","F","F","F"
82628.000,44.897,7805.457,"SE",1.000,"T","T","T","T"
16322.000,35.862,7805.472,"CO",0.000,"F","F","F","F"
74263.000,35.426,7805.615,"SE",0.000,"T","T","T","T"
82496.000,43.029,7805.924,"NE",1.000,"F","F","F","F"
85244.000,53.740,7806.621,"SE",0.000,"T","F","F","F"
40778.000,37.817,7807.253,"CO",1.000,"F","F","F","F"
79354.000,29.760,7807.444,"NE",1.000,"F","T","F","F"
31669.000,51.760,7807.564,"S",1.000,"T","T","F","T"
24854.000,48.902,7807.980,"SE",1.000,"F","F","F","F"
76529.000,40.369,7808.232,"CO",1.000,"F","F","F","F"
25408.000,50.547,7808.367,"SE",0.000,"F","F","F","T"
50665.000,32.758,7808.477,"SE",0.000,"F","F","F","F"
66717.000,34.112,7808.504,"N",0.000,"F","F","F","F"
49321.000,56.750,7808.722,"SE",1.000,"T","T","T","T"
35577.000,55.303,7808.741,"N",0.000,"F","T","F","F"
66487.000,45.855,7808.742,"N",1.000,"F","F","F","T"
14715.000,43.910,7808.849,"SE",0.000,"T","F","F","F"
27861.000,46.721,7808.961,"SE",0.000,"F","F","F","F"
41211.000,26.703,7808.982,"N",1.000,"F","T","F","F"
40694.000,19.347,7809.079,"SE",1.000,"T","T","T","T"
32734.000,27.366,7809.573,"NE",1.000,"T","T","T","T"
76162.000,30.807,7809.614,"N",0.000,"F","T","F","F"
67988.000,34.376,7810.320,"SE",1.000,"F","F","F","F"
5974.000,24.043,7810.496,"SE",0.000,"F","F","F","F"
76603.000,45.105,7810.566,"CO",0.000,"F","T","F","T"
42359.000,40.793,7810.680,"SE",0.000,"F","F","F","F"
100661.000,56.540,7810.706,"SE",1.000,"T","T","F","F"
10557.000,50.805,7810.766,"S",0.000,"F","F","F","T"
60968.000,50.074,7810.900,"SE",0.000,"F","F","F","T"
70927.000,21.768,7811.119,"SE",1.000,"F","F","F","F"
99514.000,32.016,7811.219,"CO",1.000,"T","T","T","T"
94835.000,18.739,7811.240,"SE",1.000,"F","T","T","F"
44177.000,18.033,7811.386,"SE",1.000,"F","F","F","F"
85464.000,44.329,7811.552,"NE",1.000,"F","T","F","F"
30325.000,24.323,7811.859,"NE",0.000,"F","F","F","F"
62519.000,85.271,7812.213,"SE",0.000,"F","F","F","F"
55087.000,58.014,7812.850,"SE",1.000,"F","F","F","F"
70021.000,35.617,7812.926,"SE",0.000,"F","F","F","F"
83886.000,51.908,7812.942,"NE",0.000,"F","F","F","F"
36070.000,47.462,7812.955,"SE",0.000,"F","F","F","F"
75622.000,50.792,7813.447,"SE",0.000,"F","F","F","F"
58344.000,34.130,7813.460,"CO",1.000,"F","T","F","F"
99279.000,33.651,7813.488,"NE",1.000,"F","F","F","F"
2355.000,55.214,7813.897,"NE",1.000,"F","F","F","F"
8197.000,18.377,7813.930,"CO",1.000,"F","F","F","F"
12540.000,37.384,7814.038,"SE",1.000,"T","T","T","T"
98997.000,34.486,7814.063,"SE",0.000,"F","F","F","F"
60954.000,38.210,7814.562,"NE",0.000,"F","F","F","F"
34079.000,30.246,7814.683,"S",0.000,"F","F","F","T"
50110.000,37.405,7814.798,"CO",0.000,"T","F","F","F"
98275.000,46.667,7815.010,"SE",0.000,"T","T","T","T"
13827.000,31.414,7815.018,"NE",1.000,"F","F","F","F"
43239.000,45.093,7815.145,"S",1.000,"F","F","T","F"
9494.000,36.141,7815.866,"CO",0.000,"F","F","F","F"
42089.000,35.604,7816.128,"SE",1.000,"F","T","F","F"
3151.000,29.902,7816.169,"S",0.000,"T","T","T","T"
84990.000,26.812,7816.251,"NE",1.000,"F","F","F","F"
66548.000,33.974,7816.448,"SE",1.000,"F","F","F","F"
95402.000,42.287,7816.855,"SE",1.000,"T","T","T","T"
83488.000,37.588,7816.882,"S",0.000,"F","F","F","T"
51053.000,31.290,7816.944,"SE",0.000,"F","T","F","F"
87341.000,48.441,7817.463,"SE",0.000,"T","T","T","T"
72485.000,52.400,7817.527,"CO",0.000,"F","F","F","F"
48739.000,56.680,7817.620,"NE",1.000,"F","F","F","F"
50855.000,28.601,7817.855,"SE",1.000,"F","F","F","F"
76333.000,43.107,7817.856,"SE",1.000,"F","F","F","F"
1446.000,51.983,7818.061,"CO",0.000,"F","F","F","T"
10464.000,25.978,7818.173,"S",0.000,"T","T","T","T"
41448.000,32.065,7818.377,"NE",0.000,"F","F","F","T"
73978.000,28.423,7819.007,"SE",0.000,"F","F","F","F"
56411.000,54.279,7819.035,"NE",0.000,"F","F","F","F"
14392.000,34.532,7819.450,"NE",1.000,"T","T","T","T"
14392.000,34.532,7819.450,"NE",1.000,"T","T","T","T"
18403.000,54.089,7819.519,"SE",1.000,"F","F","F","F"
52134.000,32.127,7819.626,"NE",1.000,"F","T","F","F"
23383.000,50.985,7819.643,"SE",1.000,"F","T","F","F"
91182.000,18.779,7819.886,"NE",1.000,"F","T","F","F"
65320.000,23.543,7819.947,"N",0.000,"F","F","F","F"
56017.000,30.345,7820.639,"SE",1.000,"T","T","T","T"
22078.000,23.922,7821.262,"NE",1.000,"T","T","T","T"
62183.000,31.826,7821.337,"SE",1.000,"F","F","F","T"
14137.000,45.126,7821.807,"SE",1.000,"F","F","F","F"
77758.000,37.644,7822.100,"S",1.000,"T","T","F","F"
8585.000,30.569,7822.138,"NE",0.000,"T","T","T","T"
44562.000,42.173,7822.157,"NE",0.000,"F","F","F","F"
55857.000,26.500,7822.221,"NE",1.000,"T","T","T","T"
78533.000,21.701,7822.397,"S",1.000,"T","T","T","T"
23674.000,49.798,7822.833,"NE",1.000,"F","F","F","F"
35185.000,41.117,7822.946,"S",0.000,"F","F","F","T"
75815.000,45.523,7822.997,"SE",1.000,"F","F","F","T"
59943.000,47.441,7823.815,"CO",0.000,"F","F","F","T"
82117.000,48.261,7823.873,"NE",0.000,"T","T","F","F"
96210.000,37.492,7824.431,"SE",1.000,"T","T","T","T"
54758.000,42.970,7824.475,"S",1.000,"F","T","F","F"
68552.000,53.611,7824.707,"SE",0.000,"F","F","F","F"
33253.000,29.857,7825.109,"NE",1.000,"T","T","F","F"
56015.000,45.537,7826.247,"S",0.000,"F","F","F","F"
62111.000,64.875,7826.438,"SE",0.000,"F","F","F","F"
99020.000,34.038,7826.504,"SE",0.000,"T","T","T","T"
63236.000,48.488,7826.814,"CO",0.000,"T","F","F","F"
50143.000,38.938,7826.976,"SE",0.000,"F","F","F","T"
30317.000,38.788,7827.188,"NE",1.000,"F","F","F","F"
82145.000,26.661,7827.334,"CO",1.000,"F","F","F","F"
81495.000,38.479,7827.512,"S",1.000,"F","T","F","F"
31430.000,44.651,7827.583,"N",0.000,"F","F","F","F"
99910.000,36.153,7827.796,"S",0.000,"F","F","F","F"
98167.000,37.233,7828.287,"N",1.000,"F","F","F","F"
40244.000,55.859,7828.532,"SE",0.000,"F","F","F","F"
43824.000,39.216,7828.563,"NE",1.000,"F","F","F","F"
43824.000,39.216,7828.563,"NE",1.000,"F","F","F","F"
86391.000,46.369,7828.629,"SE",0.000,"F","T","F","F"
94565.000,24.645,7828.884,"CO",1.000,"F","F","F","F"
62080.000,47.143,7829.030,"S",1.000,"T","T","T","T"
33578.000,18.022,7829.239,"N",0.000,"T","T","T","T"
7955.000,53.445,7829.358,"CO",1.000,"F","F","F","F"
29569.000,33.922,7829.674,"SE",0.000,"F","F","F","F"
13010.000,18.915,7830.858,"SE",1.000,"T","F","F","F"
41972.000,68.104,7831.061,"SE",1.000,"F","T","F","F"
41972.000,68.104,7831.061,"SE",1.000,"F","T","F","F"
63337.000,50.281,7831.217,"CO",1.000,"T","T","T","T"
70142.000,44.975,7831.481,"NE",0.000,"F","F","F","T"
30416.000,32.710,7831.822,"SE",0.000,"F","F","F","F"
100337.000,21.089,7831.910,"S",0.000,"F","F","F","T"
93277.000,28.144,7832.722,"SE",0.000,"T","F","F","T"
53477.000,46.815,7832.746,"SE",0.000,"T","T","T","T"
93783.000,30.297,7832.958,"SE",0.000,"T","T","T","T"
13178.000,43.027,7833.001,"SE",1.000,"F","F","T","F"
79771.000,39.117,7833.272,"SE",0.000,"T","T","T","T"
89781.000,33.119,7833.528,"SE",0.000,"T","F","F","F"
65773.000,65.958,7833.597,"S",0.000,"T","F","F","F"
36712.000,19.409,7834.506,"SE",1.000,"F","T","F","T"
31412.000,19.053,7834.611,"SE",1.000,"T","T","T","T"
35320.000,43.431,7834.622,"SE",1.000,"F","F","F","F"
98319.000,31.870,7835.168,"SE",1.000,"F","F","F","T"
92815.000,50.997,7835.297,"SE",0.000,"T","T","T","T"
86239.000,24.039,7835.611,"SE",1.000,"F","T","F","T"
71489.000,41.408,7835.733,"SE",0.000,"F","F","F","F"
57537.000,42.278,7835.801,"SE",1.000,"T","T","T","T"
40807.000,45.527,7836.113,"NE",0.000,"F","F","F","T"
53757.000,51.526,7836.567,"SE",1.000,"F","T","F","T"
40298.000,18.107,7837.699,"SE",0.000,"F","T","F","F"
5816.000,61.244,7837.763,"NE",1.000,"F","F","T","T"
12760.000,36.992,7837.957,"SE",1.000,"F","F","F","F"
76031.000,44.276,7838.074,"SE",0.000,"F","T","F","F"
4830.000,48.591,7838.115,"SE",0.000,"F","F","F","F"
31037.000,32.193,7838.373,"NE",1.000,"F","F","F","F"
