ID,Financiamento Casa,Financiamento Carro,Emprestimo _pessoal,Emprestimo _consignado,Emprestimo _limite_especial,Emprestimo _educacao,Emprestimo _viagem,Investimento CDB,Investimento Fundos
41386.000,"F","F","F","F","F","F","F","T","F"
4677.000,"F","F","F","F","F","F","F","F","F"
46723.000,"F","F","F","F","F","F","F","F","T"
45994.000,"F","F","F","F","F","F","F","F","T"
84468.000,"F","F","F","T","F","F","T","T","F"
84811.000,"F","F","F","F","F","F","T","F","F"
99470.000,"F","F","F","F","F","F","F","T","F"
71588.000,"F","T","F","F","T","F","F","T","F"
91785.000,"F","F","F","T","F","F","F","T","F"
43953.000,"F","F","F","F","F","F","F","F","T"
87905.000,"F","T","F","F","F","F","F","T","T"
4959.000,"F","T","F","F","F","F","F","F","T"
64716.000,"F","T","F","F","F","F","F","T","F"
8895.000,"F","F","F","F","F","F","F","T","F"
58538.000,"F","F","F","F","F","T","T","T","T"
22667.000,"T","F","F","T","F","F","F","F","F"
56510.000,"F","T","T","T","T","F","F","F","T"
60206.000,"F","F","F","F","F","F","F","T","T"
33464.000,"F","F","F","F","F","F","F","F","F"
62442.000,"F","F","F","F","F","F","F","F","T"
52105.000,"F","F","F","F","F","F","F","F","F"
99755.000,"F","F","F","F","F","F","T","F","F"
61039.000,"F","F","F","F","F","F","T","T","T"
20870.000,"F","F","F","F","F","F","F","F","F"
60438.000,"F","F","F","F","F","F","F","F","T"
83318.000,"F","F","F","F","F","F","F","T","F"
73249.000,"F","T","F","F","F","F","F","F","F"
64603.000,"F","F","F","F","F","F","F","F","F"
15145.000,"F","F","F","F","T","F","F","T","F"
62739.000,"F","T","F","F","F","F","F","T","F"
100070.000,"F","F","F","F","F","F","F","T","F"
30011.000,"F","F","T","F","F","F","F","T","T"
60945.000,"T","T","T","T","T","F","F","F","F"
87841.000,"F","F","F","F","F","F","F","F","T"
45791.000,"F","F","F","F","F","F","F","F","F"
43133.000,"T","F","F","F","F","F","T","F","F"
98981.000,"F","F","F","F","F","F","F","F","F"
28535.000,"F","F","F","F","F","T","T","T","F"
36620.000,"F","F","F","F","F","F","T","F","F"
83088.000,"F","T","F","F","F","F","T","F","F"
64885.000,"F","F","F","T","F","F","F","T","F"
33506.000,"F","F","F","F","F","F","F","F","T"
42690.000,"F","F","F","F","F","F","F","F","F"
30092.000,"F","F","F","F","F","F","F","T","F"
58353.000,"F","F","F","F","F","F","F","F","F"
4083.000,"F","F","F","F","F","F","F","T","F"
100164.000,"F","F","F","F","F","F","F","F","F"
22847.000,"F","F","F","F","T","F","F","F","F"
54648.000,"F","F","F","F","F","F","F","T","F"
28335.000,"T","T","T","T","T","F","T","F","F"
46071.000,"T","F","F","F","F","F","F","F","F"
88203.000,"F","F","T","F","F","F","T","T","F"
25326.000,"F","F","F","F","F","T","F","T","F"
27132.000,"F","F","F","F","F","F","F","F","T"
73406.000,"F","F","F","F","F","F","T","T","T"
80397.000,"F","F","F","F","F","T","T","T","T"
11419.000,"F","F","F","F","F","F","T","F","F"
57514.000,"F","F","F","F","F","F","F","F","F"
71439.000,"F","F","F","F","F","F","F","T","F"
35549.000,"F","F","F","T","T","F","F","T","F"
48192.000,"T","T","T","T","T","F","F","F","F"
70022.000,"F","F","F","F","T","F","T","T","F"
24981.000,"T","F","F","F","F","T","T","T","T"
67599.000,"F","F","F","F","F","F","F","F","T"
34174.000,"T","T","T","T","T","F","F","F","T"
48791.000,"F","T","F","F","F","F","T","F","F"
91955.000,"F","F","F","F","F","F","F","T","F"
98168.000,"F","F","T","T","T","T","T","T","T"
53336.000,"F","T","F","F","F","F","F","F","F"
46806.000,"F","F","F","F","F","F","F","T","T"
93766.000,"F","T","T","F","F","F","F","F","F"
53410.000,"F","F","F","F","F","F","F","T","F"
72641.000,"F","F","F","F","F","F","F","T","F"
32526.000,"T","T","T","T","T","F","F","F","T"
87000.000,"T","T","T","T","T","F","F","T","F"
23408.000,"F","F","F","F","F","F","F","T","T"
56564.000,"F","F","F","T","F","F","F","F","F"
61654.000,"F","F","F","F","F","F","F","T","T"
3405.000,"F","F","T","F","F","F","T","T","F"
46642.000,"F","F","F","F","F","F","F","F","F"
92759.000,"F","F","F","F","F","F","F","F","F"
70450.000,"F","F","F","F","F","F","F","F","F"
100834.000,"F","F","F","F","F","F","F","F","F"
100834.000,"F","F","F","F","F","F","F","F","F"
90053.000,"F","T","T","T","T","T","T","T","T"
39448.000,"T","F","F","F","F","F","T","F","F"
37530.000,"F","T","T","F","F","F","F","F","F"
81359.000,"T","F","F","F","F","F","T","T","F"
90915.000,"F","F","F","F","F","F","F","F","F"
21590.000,"F","F","F","F","F","F","T","T","T"
72453.000,"F","T","F","F","F","F","F","T","T"
65372.000,"F","T","F","T","F","F","F","T","T"
87127.000,"F","F","F","F","F","F","F","T","T"
21177.000,"F","T","F","F","F","F","F","F","T"
81083.000,"F","F","F","F","F","F","F","F","F"
97603.000,"F","F","F","F","F","F","F","T","F"
42415.000,"F","F","T","T","T","T","T","T","T"
21374.000,"F","T","F","F","F","F","F","F","F"
56856.000,"F","T","F","F","F","F","T","F","T"
3806.000,"F","F","F","F","F","F","F","F","F"
96196.000,"F","T","T","T","T","T","T","T","T"
18403.000,"F","F","F","F","F","F","F","F","F"
49454.000,"F","F","T","F","F","F","F","T","F"
30171.000,"T","F","T","T","F","F","F","T","F"
99251.000,"F","T","F","F","F","T","F","T","F"
53284.000,"F","F","F","F","F","F","F","F","F"
95139.000,"F","F","F","F","F","F","T","F","T"
41242.000,"F","F","T","F","F","F","F","F","F"
82684.000,"F","F","F","F","T","F","F","F","F"
25848.000,"F","F","F","F","F","F","T","F","F"
48088.000,"F","T","F","F","F","F","F","F","F"
77500.000,"F","F","T","F","T","F","F","F","F"
69360.000,"F","F","F","F","F","F","F","T","F"
58210.000,"F","F","F","F","T","F","F","T","F"
20871.000,"F","F","F","F","F","F","F","T","T"
57908.000,"F","F","F","F","F","F","F","F","F"
72532.000,"F","T","F","F","F","F","F","F","F"
51126.000,"F","F","F","F","F","F","F","T","F"
78297.000,"F","F","F","F","F","F","F","T","F"
55097.000,"F","F","F","F","F","F","F","T","T"
79038.000,"F","F","F","F","F","F","F","F","F"
45926.000,"F","F","T","F","F","F","F","F","F"
29081.000,"F","F","F","F","F","T","T","T","T"
90518.000,"F","T","F","F","F","F","F","T","F"
68213.000,"F","T","F","F","F","F","T","F","F"
75264.000,"F","T","F","F","F","F","F","F","F"
59452.000,"F","F","F","F","F","F","T","F","F"
53420.000,"F","F","F","F","F","F","T","T","T"
48721.000,"F","F","F","F","F","F","F","F","F"
3975.000,"F","T","T","T","T","T","T","T","T"
30068.000,"F","F","F","T","F","T","T","T","F"
84612.000,"T","T","T","T","T","F","F","F","F"
16156.000,"T","T","T","T","T","T","F","F","F"
54066.000,"F","F","T","F","F","F","F","F","F"
89544.000,"F","F","F","F","F","F","F","F","F"
94863.000,"F","F","F","F","F","T","F","F","T"
32378.000,"F","F","F","F","F","F","F","F","F"
96571.000,"F","F","T","F","F","F","F","F","F"
2852.000,"F","F","F","F","F","T","T","T","T"
62272.000,"T","T","T","T","T","F","F","F","T"
73581.000,"F","F","F","F","F","F","F","F","F"
64329.000,"F","F","F","F","F","F","F","T","F"
37823.000,"F","T","F","F","F","F","F","F","F"
93419.000,"F","F","F","F","F","F","F","F","F"
64963.000,"F","F","F","F","F","F","F","T","T"
11357.000,"F","F","F","F","F","F","F","T","F"
85564.000,"F","F","F","F","F","F","F","T","T"
39604.000,"F","T","T","T","T","T","T","T","T"
79491.000,"F","F","F","F","F","F","F","T","F"
90288.000,"F","F","F","T","F","T","T","T","T"
55378.000,"F","F","T","T","T","T","T","T","T"
46690.000,"F","F","F","F","F","F","F","F","F"
18059.000,"F","T","F","F","F","F","T","F","F"
60876.000,"T","T","T","T","T","F","F","F","F"
5892.000,"F","F","F","F","F","F","F","T","F"
24844.000,"F","F","F","F","F","F","T","T","F"
56732.000,"F","T","F","F","F","F","F","F","F"
38517.000,"F","F","F","F","F","F","F","F","F"
8506.000,"F","F","T","T","T","T","T","T","T"
22119.000,"F","F","F","F","F","T","T","T","T"
58552.000,"F","F","T","F","F","F","F","F","F"
22254.000,"F","F","F","F","F","F","T","F","F"
51601.000,"F","F","F","F","F","F","F","T","T"
69747.000,"F","F","F","F","F","F","F","F","F"
36858.000,"F","T","F","T","F","F","F","F","T"
61851.000,"F","F","T","F","F","F","F","F","F"
59061.000,"F","F","F","F","F","F","F","F","F"
45801.000,"F","F","F","F","F","F","T","T","F"
10645.000,"T","T","F","F","T","F","F","F","F"
27209.000,"F","T","F","F","F","F","T","F","F"
63863.000,"F","T","T","T","T","T","T","T","T"
47776.000,"F","F","F","F","F","T","F","T","F"
39480.000,"F","F","T","T","T","T","T","T","T"
13506.000,"F","F","F","F","F","F","T","T","F"
24738.000,"F","F","F","F","F","T","T","T","T"
38507.000,"F","F","F","F","F","F","F","T","F"
48642.000,"F","F","F","F","F","F","F","F","T"
49050.000,"F","F","F","F","F","F","F","F","F"
24972.000,"F","F","F","T","F","F","F","F","T"
1635.000,"F","F","F","F","F","F","F","F","F"
40111.000,"T","F","F","F","F","T","T","T","T"
21280.000,"F","F","F","F","F","F","F","T","F"
28884.000,"F","F","F","F","T","F","F","T","F"
59424.000,"F","F","F","F","F","F","F","F","F"
19022.000,"F","F","F","F","F","F","F","F","F"
12677.000,"F","F","F","F","F","F","T","T","F"
83200.000,"F","F","F","F","F","F","F","T","F"
46028.000,"F","F","F","F","F","F","T","F","F"
86345.000,"F","F","T","T","T","T","T","T","T"
91882.000,"F","F","F","F","F","T","T","T","T"
23389.000,"F","F","F","F","F","F","F","T","F"
84857.000,"F","T","F","F","T","F","F","F","F"
93723.000,"T","T","T","T","T","F","F","F","F"
21663.000,"F","F","F","F","F","F","F","T","T"
95191.000,"T","T","T","T","T","F","T","F","T"
94339.000,"F","F","T","F","F","F","F","T","F"
85200.000,"F","F","F","F","F","F","T","F","F"
77989.000,"F","F","F","F","F","F","T","T","T"
46709.000,"F","F","T","T","T","T","T","T","T"
57966.000,"F","F","F","F","F","F","F","F","F"
49484.000,"F","F","F","F","F","F","F","T","T"
9742.000,"F","F","F","F","F","F","T","F","F"
88156.000,"F","F","F","F","F","F","F","F","T"
5824.000,"F","T","F","F","F","F","F","T","F"
89365.000,"T","T","T","T","T","F","F","F","F"
2064.000,"F","F","T","F","F","F","F","T","F"
48357.000,"F","F","F","F","F","F","F","F","T"
45698.000,"F","F","F","F","F","F","F","T","F"
45105.000,"F","F","F","F","F","F","F","T","F"
68410.000,"F","F","F","F","F","F","F","F","F"
43872.000,"F","T","F","F","F","F","F","F","T"
43872.000,"F","T","F","F","F","F","F","F","T"
53065.000,"F","T","F","F","F","F","F","T","F"
72743.000,"T","T","T","T","T","F","F","T","F"
20322.000,"F","F","T","F","F","F","F","F","F"
15513.000,"T","T","T","T","T","F","F","F","F"
26130.000,"F","F","F","F","F","F","F","F","F"
13946.000,"F","T","F","F","F","F","F","F","T"
3302.000,"F","F","F","F","F","F","F","F","F"
63315.000,"F","F","T","F","F","F","T","T","F"
53284.000,"T","T","T","T","T","F","F","F","F"
74769.000,"F","F","F","F","F","F","F","F","T"
30935.000,"F","F","F","F","F","F","F","F","F"
77698.000,"F","F","F","F","F","F","F","T","F"
10649.000,"F","F","F","F","T","F","F","T","T"
22855.000,"F","F","F","F","F","F","F","T","F"
26166.000,"T","T","T","T","T","F","F","T","F"
78300.000,"F","F","F","F","F","F","F","T","F"
38911.000,"F","F","F","F","F","F","F","F","T"
2725.000,"T","T","T","T","T","F","F","F","F"
61189.000,"T","T","T","T","T","F","F","F","F"
70509.000,"F","F","F","F","F","F","F","F","T"
9390.000,"F","T","F","F","F","F","F","F","F"
15771.000,"F","F","F","F","F","F","F","T","T"
16115.000,"F","F","F","F","T","F","F","T","F"
40464.000,"F","F","T","T","T","T","T","T","T"
74500.000,"F","F","F","F","T","F","F","F","T"
75312.000,"F","F","F","F","F","F","T","F","F"
16690.000,"F","F","F","F","F","F","F","F","F"
46467.000,"F","F","F","F","F","F","F","F","F"
87391.000,"F","F","F","F","F","F","F","F","F"
5751.000,"F","T","F","F","F","F","F","F","F"
20116.000,"F","F","F","F","F","F","T","F","F"
86908.000,"T","T","T","T","T","F","F","T","F"
68215.000,"F","F","T","T","T","T","T","T","T"
44983.000,"F","F","F","F","F","T","T","T","T"
87301.000,"F","F","T","F","F","F","T","F","F"
65420.000,"F","F","F","F","F","F","F","F","F"
58292.000,"F","T","F","F","F","F","T","F","F"
12056.000,"F","F","F","F","F","T","F","F","F"
37390.000,"F","F","F","F","F","F","F","T","F"
12960.000,"T","T","T","T","T","F","F","F","F"
83666.000,"F","F","T","T","T","T","T","T","T"
67458.000,"F","F","F","F","F","F","F","F","F"
62347.000,"F","F","F","F","F","F","F","F","F"
11145.000,"F","F","F","F","F","T","F","T","F"
92511.000,"T","T","T","T","T","F","F","F","F"
20840.000,"F","F","F","F","F","F","T","T","T"
73530.000,"F","F","F","F","F","F","F","F","F"
69906.000,"F","F","F","F","F","F","F","F","F"
85188.000,"F","F","F","F","F","T","F","F","T"
74141.000,"F","T","F","F","F","F","F","T","F"
4932.000,"F","F","F","F","F","F","F","F","F"
65007.000,"F","F","F","F","F","F","F","F","T"
48291.000,"F","F","F","F","F","F","F","T","T"
99231.000,"F","F","F","F","F","T","F","F","F"
99896.000,"T","T","T","T","T","F","F","F","F"
58606.000,"F","F","F","F","F","F","F","T","T"
77135.000,"F","F","F","F","F","F","F","T","F"
35052.000,"F","T","F","F","F","F","F","T","T"
81863.000,"F","F","F","F","F","F","F","F","F"
6903.000,"F","T","F","F","F","F","F","F","T"
91116.000,"F","F","F","F","F","F","F","F","F"
92031.000,"F","F","F","F","F","F","F","T","T"
98642.000,"F","F","F","F","F","F","F","T","F"
11712.000,"F","F","F","F","F","F","F","F","T"
98068.000,"F","T","F","F","F","F","T","F","F"
67033.000,"F","F","F","F","F","F","F","F","F"
73485.000,"F","F","T","F","F","F","T","T","F"
97589.000,"F","T","T","F","F","F","F","T","F"
62868.000,"F","F","F","F","F","F","F","T","F"
32032.000,"F","F","F","F","F","T","F","T","F"
56748.000,"T","T","T","T","T","T","T","T","T"
53513.000,"F","T","F","F","F","F","F","F","F"
81451.000,"F","F","T","F","F","T","T","T","T"
88161.000,"F","F","F","F","F","F","T","F","F"
47585.000,"F","F","F","F","F","F","F","F","F"
42118.000,"F","F","F","F","F","F","T","T","F"
15503.000,"F","F","T","F","F","F","F","T","F"
79420.000,"F","T","T","T","T","T","T","T","T"
66609.000,"F","F","F","T","F","F","F","F","F"
29108.000,"F","F","F","F","F","F","T","T","F"
65462.000,"F","F","T","T","T","T","T","T","T"
90089.000,"F","T","F","F","F","F","F","F","F"
19482.000,"F","F","F","F","F","F","T","F","F"
92199.000,"F","T","F","F","F","F","F","F","F"
73864.000,"T","T","T","T","T","F","F","F","F"
11743.000,"F","F","F","F","F","F","F","F","F"
37179.000,"F","F","F","F","F","F","F","F","F"
73240.000,"F","F","T","F","F","F","T","T","F"
27510.000,"F","F","F","F","F","F","F","F","F"
21273.000,"F","T","F","F","F","F","F","T","T"
76722.000,"F","T","F","T","F","F","F","F","F"
90425.000,"F","F","F","F","F","F","F","F","F"
18429.000,"F","T","F","F","F","F","F","F","F"
16391.000,"F","F","F","F","F","T","F","T","F"
63050.000,"T","F","F","F","F","T","T","T","T"
6198.000,"F","T","F","F","F","F","F","F","F"
100104.000,"T","T","T","T","T","F","F","T","F"
31212.000,"F","F","F","F","F","F","F","T","F"
43732.000,"F","F","F","F","F","F","F","F","T"
41569.000,"T","T","T","T","T","F","T","T","F"
84659.000,"F","T","F","F","F","F","F","F","F"
12276.000,"F","F","F","F","F","F","F","F","F"
67765.000,"T","F","F","F","F","F","F","F","T"
2379.000,"F","F","F","F","F","F","F","F","F"
51557.000,"F","F","F","F","F","F","F","F","F"
84994.000,"F","F","F","F","F","F","T","F","F"
33705.000,"F","F","F","F","F","F","F","F","F"
65476.000,"F","F","F","F","F","T","T","T","T"
66502.000,"F","F","F","F","F","F","F","F","F"
89663.000,"F","F","F","F","F","F","F","T","F"
88696.000,"F","F","F","F","F","F","F","F","F"
25175.000,"F","T","F","F","F","F","F","F","F"
6837.000,"F","F","F","F","F","T","T","T","T"
43211.000,"F","F","T","T","T","T","T","T","T"
87851.000,"F","F","F","F","F","F","T","F","F"
64175.000,"F","F","F","F","F","F","F","T","T"
30601.000,"F","F","F","F","F","F","F","F","F"
59593.000,"F","F","T","T","T","T","T","T","T"
42659.000,"F","F","F","F","F","F","F","T","F"
64251.000,"F","F","F","F","F","T","F","F","F"
63603.000,"T","T","T","T","T","F","F","T","F"
66374.000,"F","F","F","F","F","F","F","F","T"
49787.000,"F","F","T","F","F","F","F","F","F"
8736.000,"F","F","T","F","F","F","F","F","T"
70930.000,"F","F","F","F","T","T","T","F","T"
33357.000,"F","T","F","F","F","F","F","F","F"
95140.000,"F","T","F","F","F","F","F","T","F"
26792.000,"F","T","F","F","T","F","F","T","F"
6183.000,"T","F","F","F","F","T","F","T","F"
98966.000,"T","T","T","T","T","F","F","F","F"
84598.000,"F","F","F","F","F","F","F","F","F"
80882.000,"F","F","F","F","F","F","F","T","F"
25002.000,"F","F","F","F","F","F","F","T","T"
39193.000,"F","F","F","F","F","F","F","F","T"
97741.000,"F","T","F","F","T","F","F","F","F"
5670.000,"F","F","T","F","F","F","F","F","F"
82544.000,"F","F","F","F","F","F","F","F","T"
12189.000,"F","F","F","F","F","F","T","F","F"
14829.000,"F","T","F","F","F","F","F","T","F"
95510.000,"F","F","F","F","F","F","F","F","F"
46551.000,"F","F","F","T","F","F","F","F","T"
25134.000,"F","F","F","F","F","F","F","T","F"
100895.000,"F","F","T","T","T","T","T","T","T"
20255.000,"F","F","F","F","F","F","F","T","F"
83328.000,"F","F","F","F","F","F","F","T","F"
43064.000,"F","F","F","F","F","F","F","F","F"
50641.000,"F","F","F","F","F","F","F","T","F"
93103.000,"F","T","F","F","F","F","F","T","F"
19502.000,"F","F","T","T","T","T","T","T","T"
49497.000,"F","T","F","F","F","F","F","T","F"
4032.000,"F","F","T","T","T","T","T","T","T"
52750.000,"F","F","F","F","F","F","F","F","F"
32459.000,"F","F","F","F","F","F","F","F","F"
95851.000,"F","F","F","F","F","F","F","F","F"
41040.000,"F","T","F","F","F","F","F","F","T"
85320.000,"F","F","F","F","F","F","F","F","T"
67550.000,"T","F","F","F","F","F","T","F","F"
88836.000,"F","F","F","F","F","F","F","F","F"
56254.000,"F","T","F","F","F","T","T","T","T"
60105.000,"F","F","F","F","F","F","F","T","F"
70818.000,"F","F","F","F","F","T","T","T","T"
38613.000,"T","T","T","T","T","F","F","F","F"
38973.000,"F","F","F","F","F","F","T","F","F"
91502.000,"F","F","F","F","F","F","F","T","T"
25662.000,"F","F","F","F","F","F","F","F","F"
93727.000,"F","F","F","F","F","F","F","F","F"
21116.000,"F","F","F","F","F","T","T","T","T"
5761.000,"F","F","F","T","F","F","F","T","F"
72921.000,"F","F","F","F","F","F","F","F","F"
50485.000,"F","F","F","F","F","T","T","T","T"
81260.000,"F","F","F","F","F","F","F","T","F"
30637.000,"F","T","F","F","F","F","F","T","F"
10579.000,"F","F","F","F","F","F","T","F","F"
70341.000,"F","T","F","F","F","F","F","F","F"
63934.000,"F","F","F","F","F","T","F","T","F"
66103.000,"F","F","F","F","F","F","T","T","F"
4791.000,"F","F","F","F","F","F","F","T","T"
34095.000,"T","T","T","T","T","F","F","F","F"
27444.000,"T","T","T","F","F","F","F","T","T"
68945.000,"F","F","F","F","F","F","F","F","F"
29039.000,"F","F","F","F","F","F","F","F","F"
38191.000,"T","F","F","F","F","F","F","T","T"
39461.000,"F","F","F","F","F","T","F","T","F"
12409.000,"F","F","F","F","F","F","F","F","F"
5939.000,"F","F","F","F","F","F","T","T","F"
66924.000,"F","F","F","F","F","F","T","T","F"
42574.000,"T","F","F","F","F","F","F","F","F"
92659.000,"F","F","F","T","F","F","T","F","F"
2933.000,"F","F","F","F","F","F","F","T","F"
74151.000,"F","T","F","F","F","F","F","T","T"
95015.000,"T","T","T","T","T","F","F","F","F"
78102.000,"F","F","F","F","T","F","F","F","F"
11104.000,"F","F","T","T","T","T","T","T","T"
18322.000,"F","F","F","F","F","F","F","T","T"
52469.000,"F","F","F","F","F","F","F","F","F"
88092.000,"F","F","T","F","F","F","T","T","F"
91696.000,"F","F","F","F","F","F","F","F","T"
5192.000,"F","T","F","F","F","F","F","F","T"
28642.000,"F","T","F","F","F","F","F","F","F"
83514.000,"F","T","F","F","F","F","F","F","F"
51584.000,"F","F","F","F","F","F","F","F","F"
95169.000,"T","F","F","F","F","F","F","T","F"
7058.000,"F","F","F","F","F","F","F","T","F"
26713.000,"F","T","F","F","F","F","F","T","F"
44198.000,"F","F","F","F","F","F","F","T","F"
34524.000,"F","F","F","F","F","F","F","T","T"
35874.000,"T","T","T","T","T","F","F","F","F"
50819.000,"F","F","F","F","F","F","F","T","F"
6546.000,"F","F","F","F","F","T","T","F","F"
23237.000,"F","F","F","F","F","F","F","F","F"
83216.000,"T","F","F","F","F","F","F","F","T"
42426.000,"F","T","F","F","F","F","F","F","F"
26576.000,"F","F","F","F","F","F","F","T","F"
39065.000,"F","F","F","F","F","F","F","F","F"
49068.000,"T","T","T","T","T","F","F","T","F"
30466.000,"F","F","F","F","F","F","T","F","F"
28219.000,"F","F","F","F","F","F","F","F","F"
52967.000,"F","F","F","F","F","F","F","F","T"
10291.000,"F","F","T","T","T","T","T","T","T"
37427.000,"F","F","T","T","T","T","T","T","T"
36397.000,"F","F","F","F","F","F","F","T","T"
47034.000,"F","F","F","F","F","F","F","F","F"
49735.000,"F","F","F","F","F","T","F","T","F"
39674.000,"F","F","T","T","T","T","T","T","T"
15918.000,"F","T","F","F","F","F","F","F","F"
73456.000,"F","F","F","F","F","F","F","F","F"
17758.000,"F","T","F","F","F","F","F","F","F"
17106.000,"F","F","T","F","F","F","F","T","F"
84739.000,"F","T","F","F","F","F","F","F","F"
13708.000,"F","F","F","F","T","F","F","F","F"
48500.000,"F","F","F","F","F","F","T","T","F"
90260.000,"F","F","F","F","F","F","T","F","F"
15749.000,"F","F","F","F","F","F","F","F","F"
77453.000,"F","F","F","F","F","F","F","F","F"
74595.000,"T","F","F","F","F","F","F","T","F"
54942.000,"T","F","F","F","F","F","F","F","F"
62159.000,"F","F","F","F","F","F","F","F","F"
13308.000,"F","F","F","F","F","F","F","T","F"
6175.000,"F","F","T","F","T","F","F","T","F"
64493.000,"F","F","F","F","T","F","F","F","F"
11513.000,"F","T","F","F","F","F","T","T","F"
73237.000,"F","T","T","F","T","F","F","T","T"
67180.000,"T","F","F","F","F","F","F","T","F"
17204.000,"F","F","F","F","F","T","T","T","T"
46268.000,"F","F","F","F","F","F","F","T","F"
99483.000,"T","F","F","F","F","F","F","T","F"
2292.000,"F","F","F","F","T","F","F","T","F"
62584.000,"F","F","F","F","F","F","F","F","F"
16704.000,"F","F","F","F","F","F","F","F","T"
56196.000,"F","T","F","F","F","F","F","T","F"
81159.000,"F","F","F","F","F","F","F","F","F"
94955.000,"F","T","F","F","F","F","F","T","T"
92805.000,"F","F","F","F","F","F","F","F","F"
79471.000,"F","F","F","F","F","F","T","T","F"
83750.000,"F","F","F","F","F","F","T","F","T"
14563.000,"F","T","F","F","F","F","F","T","F"
46377.000,"F","F","F","F","F","F","F","F","F"
2717.000,"F","F","F","F","F","F","F","F","F"
36474.000,"F","T","F","F","F","F","F","T","F"
7964.000,"F","F","F","F","F","F","T","T","F"
24356.000,"F","F","F","F","F","F","F","F","F"
35542.000,"F","F","F","F","F","F","F","F","F"
86872.000,"F","F","F","F","T","F","F","F","F"
49516.000,"F","F","T","T","T","T","T","T","T"
11926.000,"F","T","F","F","F","F","F","T","T"
78800.000,"T","F","T","F","F","T","F","T","F"
77892.000,"F","F","F","F","F","F","F","F","F"
73508.000,"T","F","F","F","F","F","F","F","F"
15736.000,"F","T","T","T","T","F","F","F","F"
93952.000,"F","F","F","F","F","F","F","T","F"
70743.000,"F","F","F","F","F","F","F","T","F"
27596.000,"F","F","T","F","F","F","F","F","F"
95666.000,"F","F","F","F","F","F","T","T","T"
50139.000,"T","F","F","F","F","F","F","T","F"
19762.000,"F","F","F","F","F","F","T","T","F"
82722.000,"F","F","F","F","T","F","F","F","F"
38924.000,"F","F","F","F","F","F","F","F","F"
26158.000,"F","T","F","F","F","F","F","T","T"
71694.000,"F","T","F","F","T","T","T","T","T"
24857.000,"F","T","F","F","F","F","F","F","F"
65032.000,"F","T","F","F","F","T","F","T","F"
34774.000,"F","F","F","F","F","F","T","T","F"
13502.000,"F","F","F","F","F","F","F","F","F"
32876.000,"F","F","F","T","F","F","F","T","F"
47235.000,"F","F","F","F","F","F","F","T","F"
47350.000,"T","F","F","F","F","F","T","T","F"
12021.000,"F","F","T","T","T","T","T","T","T"
88167.000,"F","T","F","F","F","F","F","F","F"
21577.000,"F","T","F","F","F","F","F","T","F"
92104.000,"F","T","T","F","F","T","F","F","F"
46294.000,"F","F","F","F","F","T","T","T","T"
17823.000,"F","T","F","F","F","F","F","F","F"
85866.000,"F","F","T","F","F","F","F","F","F"
80845.000,"F","F","F","F","F","F","F","F","F"
11863.000,"F","F","F","F","F","F","F","F","F"
20020.000,"F","F","F","F","F","F","T","T","T"
91186.000,"T","T","T","T","T","F","F","F","F"
19290.000,"F","T","F","T","T","F","F","T","F"
35667.000,"F","F","F","F","F","F","F","T","F"
9068.000,"F","F","F","F","F","F","F","F","F"
14541.000,"F","T","F","F","F","F","T","F","F"
26256.000,"F","T","F","F","F","F","F","F","F"
62566.000,"F","T","F","F","F","F","F","T","F"
5913.000,"F","F","F","F","F","F","F","F","T"
65690.000,"F","F","F","F","F","T","F","F","T"
46580.000,"F","T","F","F","F","F","F","F","F"
60496.000,"F","T","F","F","F","F","F","F","F"
93251.000,"F","T","F","F","F","F","F","T","F"
57491.000,"F","F","F","F","F","F","F","F","F"
91327.000,"F","F","F","F","F","F","F","T","F"
7196.000,"F","F","F","F","F","F","F","T","T"
1394.000,"F","F","F","F","F","F","F","T","F"
54481.000,"F","F","F","F","F","F","F","T","F"
67583.000,"F","F","F","F","F","F","F","T","F"
62753.000,"F","F","F","F","F","F","F","F","T"
43996.000,"F","F","F","F","F","F","F","F","F"
85046.000,"F","F","F","F","F","F","F","F","F"
78092.000,"T","T","T","F","F","T","F","T","T"
67118.000,"F","F","F","F","F","F","F","T","T"
39604.000,"F","T","F","F","F","F","F","T","T"
71932.000,"F","F","T","T","T","T","T","T","T"
23344.000,"T","T","T","T","T","F","F","T","F"
55578.000,"F","F","F","F","F","F","F","T","F"
8238.000,"F","F","F","F","F","F","F","T","F"
9537.000,"F","F","F","F","F","F","T","F","F"
54517.000,"F","T","F","F","F","F","T","F","F"
95812.000,"F","F","F","F","F","F","F","F","F"
38628.000,"T","T","T","T","T","F","F","F","T"
65051.000,"F","F","F","F","F","F","F","F","T"
73787.000,"T","T","T","T","T","F","T","F","F"
7884.000,"F","T","F","F","F","F","F","T","F"
11071.000,"F","T","F","F","F","T","T","T","T"
83357.000,"F","F","F","F","F","F","F","F","F"
66753.000,"F","F","F","F","F","F","F","T","F"
12909.000,"F","T","T","T","T","F","F","F","F"
41989.000,"F","T","F","F","F","F","F","F","F"
41989.000,"F","T","F","F","F","F","F","F","F"
98541.000,"F","T","F","F","F","T","T","T","T"
85634.000,"F","F","F","F","F","F","F","T","T"
56236.000,"F","T","F","F","F","F","F","F","T"
86987.000,"F","F","F","F","F","F","T","T","F"
71821.000,"F","T","F","F","F","F","F","F","T"
5339.000,"F","F","T","F","F","F","F","F","F"
48669.000,"F","T","F","F","F","F","F","T","F"
